name,url,description,duration,remote_support,adaptive_support,test_type
Customer Service with Sales - Short Form,https://www.shl.com/products/product-catalog/view/customer-service-with-sales-short-form,"The Customer Service with Sales solution is for entry-level positions that involve both providing service and support to customers and selling goods and services. Sample tasks for this job include, but are not limited to: taking orders; solving product or service issues; selling products and services; responding positively to difficult customers; adding new goods and services to existing accounts; providing information on products and/or services. Potential job titles that use this solution are: Account Service Representative, Account Representative, Customer Service Representative, and Sales Representative.",Not Available,No,No,Ability & Aptitude | Personality & Behavior
Cyber Risk (New),https://www.shl.com/products/product-catalog/view/cyber-risk-new,"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.",Not Available,No,No,Knowledge & Skills
Data Entry Alphanumeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.",Not Available,No,No,Knowledge & Skills
Data Entry (New),https://www.shl.com/products/product-catalog/view/data-entry-new,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,Not Available,No,No,Simulations
Data Entry Numeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.",Not Available,No,No,Knowledge & Skills
Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,Not Available,No,No,Knowledge & Skills
Data Science (New),https://www.shl.com/products/product-catalog/view/data-science-new,"Multi-choice test that measures the conceptual knowledge on how to use machine learning to analyze data, extract information, draw conclusions and make statistically-driven decisions.",Not Available,No,No,Knowledge & Skills
Data Warehousing Concepts,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.",Not Available,No,No,Knowledge & Skills
Dependability and Safety Instrument (DSI),https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors. Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase",Not Available,No,No,Personality & Behavior
Dermatology (New),https://www.shl.com/products/product-catalog/view/dermatology-new,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",Not Available,No,No,Knowledge & Skills
Desktop Support (New),https://www.shl.com/products/product-catalog/view/desktop-support-new,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",Not Available,No,No,Knowledge & Skills
